id;SITE_ID;SysID;SiteName;NE_ID;NE_Name;FE_ID;FE_Name;HOP_ID_ DETAIL
134;MGR025;MGR025MG1;MGR025MG1_TSEL_Sukamandi;MGR004;Buding;TJN027;Kacang Butor;MGR004<>TJN027_IPASO400_TELKOMSEL_150_7603
135;MGR025;MGR025MG1;MGR025MG1_TSEL_Sukamandi;TJN027;Kacang Butor;TJN020;Sungai Samak;TJN027<>TJN020_IPASO400_TELKOMSEL_150_7554
136;MGR025;MGR025MG1;MGR025MG1_TSEL_Sukamandi;TJN020;Sungai Samak;TJN002;Tanjung Pandan II;TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
137;MGR026;MGR026MG1;MGR026MG1_PRO_DesaBaru;MGR026;MGR026MG1_PRO_DesaBaru;MGR001;Manggar;MGR026<>MGR001_IPASO200_TELKOMSEL_50_14417
138;MGR026;MGR026MG1;MGR026MG1_PRO_DesaBaru;MGR001;Manggar;MGR018;Air Kelik;MGR001<>MGR018_IPASO400_TELKOMSEL_150_7652
139;MGR026;MGR026MG1;MGR026MG1_PRO_DesaBaru;MGR018;Air Kelik;MGR002;Kelapa Kampit;MGR018<>MGR002_MLTN_TELKOMSEL_50_7652
140;MGR026;MGR026MG1;MGR026MG1_PRO_DesaBaru;MGR002;Kelapa Kampit;MGR004;Buding;MGR002<>MGR004_MLTN_TELKOMSEL_50_7512
141;MGR026;MGR026MG1;MGR026MG1_PRO_DesaBaru;MGR004;Buding;TJN027;Kacang Butor;MGR004<>TJN027_IPASO400_TELKOMSEL_150_7603
142;MGR026;MGR026MG1;MGR026MG1_PRO_DesaBaru;TJN027;Kacang Butor;TJN020;Sungai Samak;TJN027<>TJN020_IPASO400_TELKOMSEL_150_7554
143;MGR026;MGR026MG1;MGR026MG1_PRO_DesaBaru;TJN020;Sungai Samak;TJN002;Tanjung Pandan II;TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
144;MGR027;MGR027MG1;MGR027MG1_TSEL_DesaSimpangTiga;MGR027;MGR027MG1_TSEL_DesaSimpangTiga;TJN006;Badau;MGR027<>TJN006_IPASO400_TELKOM_50_8266.57
145;MGR027;MGR027MG1;MGR027MG1_TSEL_DesaSimpangTiga;TJN006;Badau;TJN002;Tanjung Pandan II;TJN006<>TJN002_IPASO400_TELKOMSEL_100_8059.02
146;MGR028;MGR028MG1;MGR028MG1_PRO_ManggarBarat;MGR028;MGR028MG1_PRO_ManggarBarat;MGR001;Manggar;MGR028<>MGR001_IPASO200_TELKOMSEL_50_22022
147;MGR028;MGR028MG1;MGR028MG1_PRO_ManggarBarat;MGR001;Manggar;MGR018;Air Kelik;MGR001<>MGR018_IPASO400_TELKOMSEL_150_7652
148;MGR028;MGR028MG1;MGR028MG1_PRO_ManggarBarat;MGR018;Air Kelik;MGR002;Kelapa Kampit;MGR018<>MGR002_MLTN_TELKOMSEL_50_7652
149;MGR028;MGR028MG1;MGR028MG1_PRO_ManggarBarat;MGR002;Kelapa Kampit;MGR004;Buding;MGR002<>MGR004_MLTN_TELKOMSEL_50_7512
150;MGR028;MGR028MG1;MGR028MG1_PRO_ManggarBarat;MGR004;Buding;TJN027;Kacang Butor;MGR004<>TJN027_IPASO400_TELKOMSEL_150_7603
151;MGR028;MGR028MG1;MGR028MG1_PRO_ManggarBarat;TJN027;Kacang Butor;TJN020;Sungai Samak;TJN027<>TJN020_IPASO400_TELKOMSEL_150_7554
152;MGR028;MGR028MG1;MGR028MG1_PRO_ManggarBarat;TJN020;Sungai Samak;TJN002;Tanjung Pandan II;TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
153;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;MGR029;MGR029MG1_TBG_RanggiangGantung;MGR010;Kelubi;MGR029<>MGR010_IPASO200_TELKOMSEL_50_7135
154;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;MGR010;MGR010MG1_TSEL_Kelubi;MGR001;Manggar;MGR010<>MGR001_IPASO400_TELKOMSEL_50_7470
155;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;MGR001;Manggar;MGR003;Gantung;MGR001<>MGR003_IPASO400_TELKOMSEL_150_7687
156;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;MGR003;Gantung;MGR012;Tanjung Batu Itam;MGR003<>MGR012_IPASO400_TELKOMSEL_100_7554
157;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;MGR012;Tanjung Batu Itam;MGR011;Dendang Belitung;MGR012<>MGR011_IPASO1000_TELKOMSEL_100_7526
158;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;MGR011;Dendang Belitung;TJN010;Membalong;MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
159;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;TJN010;Membalong;TJN008;Pangkal Dudat Rep;TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
160;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;TJN008;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
161;MGR029;MGR029MG1;MGR029MG1_TBG_RanggiangGantung;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
162;MGR030;MGR030MG1;MGR030MG1_TBG_CendilBunding;MGR030;MGR030MG1_TBG_CendilBunding;MGR004;Buding;MGR030<>MGR004_IPASO200_TELKOMSEL_50_14753
163;MGR030;MGR030MG1;MGR030MG1_TBG_CendilBunding;MGR004;Buding;TJN016;Pelepat Putih;MGR004<>TJN016_IPASO400_TELKOMSEL_150_7135
164;MGR030;MGR030MG1;MGR030MG1_TBG_CendilBunding;TJN016;Pelepat Putih;TJN011;Sijuk;TJN016<>TJN011_IPASO400_TELKOMSEL_150_7732.875
165;MGR030;MGR030MG1;MGR030MG1_TBG_CendilBunding;TJN011;Sijuk;TJN004;Bukit Brahu;TJN011<>TJN004_IPASO400_TELKOMSEL_150_7995.25
166;MGR030;MGR030MG1;MGR030MG1_TBG_CendilBunding;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7747.7
167;TJN001;TJN001MD1;STO Tj Pandan;TJN001;STO Tj Pandan;TJN002;Tanjung Pandan II;TJN001<>TJN002_MetroE_Telkom_150_GPON(829)
168;TJN002;TJN002MD1;Tanjung Pandan II;TJN002;Tanjung Pandan II;TJN002;Tanjung Pandan II;TJN002<>TJN002_Via LAN_Telkomsel_1000_N/A
169;TJN004;TJN004MG1;Perawas;TJN003;Perawas;TJN002;Tanjung Pandan II;TJN003<>TJN002_MetroE_Telkom_50_GPON(821)
170;TJN006;TJN006MG1;Bukit Brahu;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
171;TJN008;TJN008MG1;Badau;TJN006;Badau;TJN002;Tanjung Pandan II;TJN006<>TJN002_IPASO400_TELKOMSEL_100_8059.02
172;TJN008;TJN008MG1;Pangkal Dudat Rep;TJN008;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN008<>TJN012_IPASO400_TELKOMSEL_150_7603
173;TJN010;TJN010MG1;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
174;TJN010;TJN010MG1;Membalong;TJN010;Membalong;TJN008;Pangkal Dudat Rep;TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
175;TJN010;TJN010MG1;Membalong;TJN008;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN008<>TJN012_IPASO400_TELKOMSEL_150_7603
176;TJN011;TJN011MG1;Membalong;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
177;TJN011;TJN011MG1;Sijuk;TJN011;Sijuk;TJN004;Bukit Brahu;TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
178;TJN011;TJN011MG1;Sijuk;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
179;TJN012;TJN012MD1;Tanjung Pandan 3;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_MetroE_Telkom_150_GPON(821)
180;TJN013;TJN013MG1;Lassar;TJN013;Lassar;TJN008;Pangkal dudat rep;TJN013<>TJN008_Ipaso1000_TELKOM_100_7442.00
181;TJN013;TJN013MG1;Lassar;TJN008;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN008<>TJN012_IPASO400_Telkomsel_150_7603.00
182;TJN013;TJN013MG1;Lassar;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_TELKOM_150_12751.00
183;TJN014;TJN014MG1;Pulau Nasik;TJN014;Pulau Nasik;TJN012;Tanjung Pandan 3;TJN014<>TJN012_MLTN_TELKOMSEL_100_7296
184;TJN014;TJN014MG1;Pulau Nasik;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
185;TJN015;TJN015MG1;Simpang Rusa;TJN015;Simpang Rusa;TJN008;Pangkal dudat rep;TJN008<>TJN015<>TJN008_Ipaso1000_Telkom_100_7554
186;TJN015;TJN015MG1;Simpang Rusa;TJN008;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN012<>TJN008<>TJN012_IPASO400_TELKOMSEL_150_7603
187;TJN015;TJN015MG1;Simpang Rusa;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_TELKOM_150_12751.00
188;TJN016;TJN016MG1;Pelepat Putih;TJN016;Pelepat Putih;TJN011;Sijuk;TJN016<>TJN011_IPASO400_TELKOMSEL_150_7732.875
189;TJN016;TJN016MG1;Pelepat Putih;TJN011;Sijuk;TJN004;Bukit Brahu;TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
190;TJN016;TJN016MG1;Pelepat Putih;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_50_7687
191;TJN019;TJN019MG1;Buluh Tumbang;TJN019;Buluh Tumbang;TJN002;Tanjung Pandan II;TJN019<>TJN002_MetroE_Telkom_150_GPON(829)
192;TJN020;TJN020MG1;Sungai Samak;TJN020;Sungai Samak;TJN002;Tanjung Pandan II;TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
193;TJN021;TJN021MG1;Seruk Sadian;TJN021;Seruk Sadian;TJN002;Tanjung Pandan II;TJN002<>TJN021<>TJN002_Ipaso1000_Telkom_100_7240
194;TJN022;TJN022MG1;Sungai Padang;TJN022;Sungai Padang;TJN045;TJN045MG1_TBG_GunungLangir;TJN045<>TJN022<>TJN045_Ipaso400_Telkom_100_7247
195;TJN022;TJN022MG1;Sungai Padang;TJN045;TJN045MG1_TBG_GunungLangir;TJN011;Sijuk;TJN011<>TJN045<>TJN011_Ipaso400_Telkomsel_50_7128
196;TJN022;TJN022MG1;Sungai Padang;TJN011;Sijuk;TJN004;Bukit Brahu;TJN004<>TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
197;TJN022;TJN022MG1;Sungai Padang;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN002<>TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
198;TJN023;TJN023MG1;Tanjung Kelayang;TJN023;Tanjung Kelayang;TJN004;Bukit Brahu;TJN023<>TJN004_NEOC_TELKOMSEL_40_7470
199;TJN023;TJN023MG1;Tanjung Kelayang;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
200;TJN024;TJN024MG1;Kembiri;TJN024;Kembiri;TJN010;Membalong;TJN024<>TJN010_IPASO400_Telkom_50_7352
201;TJN024;TJN024MG1;Kembiri;TJN010;Membalong;TJN008;Pangkal Dudat Rep;TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
202;TJN024;TJN024MG1;Kembiri;TJN008;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN008<>TJN012_IPASO400_TELKOMSEL_150_7603
203;TJN024;TJN024MG1;Kembiri;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
204;TJN025;TJN025MG1;Tanjung Rusa;TJN025;Tanjung Rusa;MGR011;Dendang Belitung;MGR011<>TJN025<>MGR011_IPASO1000_Telkom_100_7456
205;TJN025;TJN025MG1;Tanjung Rusa;MGR011;Dendang Belitung;TJN010;Membalong;TJN010<>MGR011<>TJN010_Ipaso1000_Telkomsel_100_7484
206;TJN025;TJN025MG1;Tanjung Rusa;TJN010;Membalong;TJN008;Pangkal Dudat Rep;TJN008<>TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
207;TJN025;TJN025MG1;Tanjung Rusa;TJN008;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN012<>TJN008<>TJN012_IPASO400_TELKOMSEL_150_7603
208;TJN025;TJN025MG1;Tanjung Rusa;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_TELKOM_150_12751.00
209;TJN026;TJN026MG1;Mempiu;TJN026;Mempiu;TJN002;Tanjung Pandan II;TJN026<>TJN002_IPASO400_TELKOMSEL_50_7296
210;TJN027;TJN027MG1;Kacang Butor;TJN027;Kacang Butor;TJN020;Sungai Selan;TJN027<>TJN020_IPASO400_TELKOMSEL_150_7754
211;TJN027;TJN027MG1;Kacang Butor;TJN020;Sungai Selan;TJN002;Tanjung Pandan II;TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
212;TJN028;TJN028MG1;Cendil;TJN028;Cendil;MGR004;Buding;MGR004<>TJN028<>MGR004_Ipaso1000_Telkom_100_7442
213;TJN028;TJN028MG1;Cendil;MGR004;Buding;TJN016;Pelepat Putih;TJN016<>MGR004<>TJN016_IPASO400_TELKOMSEL_150_7135
214;TJN028;TJN028MG1;Cendil;TJN016;Pelepat Putih;TJN011;Sijuk;TJN011<>TJN016<>TJN011_IPASO400_TELKOMSEL_150_7732.875
215;TJN028;TJN028MG1;Cendil;TJN011;Sijuk;TJN004;Bukit Brahu;TJN004<>TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
216;TJN028;TJN028MG1;Cendil;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN002<>TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
217;TJN030;TJN030MG1;Dukong;TJN030;Dukong;TJN002;Tanjung Pandan II;TJN030<>TJN002_MetroE_Telkom_100_GPON(821)
218;TJN031;TJN031MG1;Pegantungan;TJN031;Pegantungan;TJN020;Sungai Samak;TJN031<>TJN020_Ipaso400_Telkom_100_7659
219;TJN031;TJN031MG1;Pegantungan;TJN020;Sungai Samak;TJN002;Tanjung Pandan II;TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
220;TJN032;TJN032MG1;Batu Hitam;TJN032;Batu Hitam;TJN002;Tanjung Pandan II;TJN032<>TJN002_NEOC_Telkomsel_40_15243
221;TJN032;TJN032MG1;Batu Hitam;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
222;TJN033;TJN033MG1;Mengkubang;TJN033;Mengkubang;MGR025;Sukamandi;TJN033<>MGR025_NEOC_TELKOMSEL_40_7526
223;TJN033;TJN033MG1;Mengkubang;MGR025;Sukamandi;MGR001;Manggar;MGR025<>MGR001_Ipaso200_TELKOMSEL_50_7191
224;TJN033;TJN033MG1;Mengkubang;MGR001;Manggar;MGR018;Air Kelik;MGR001<>MGR018_IPASO400_TELKOMSEL_50_7491
225;TJN033;TJN033MG1;Mengkubang;MGR018;Air Kelik;MGR002;Kelapa Kampit;MGR018<>MGR002_Ipaso400_Telkom_50_7352
226;TJN033;TJN033MG1;Mengkubang;MGR002;Kelapa Kampit;MGR004;Buding;MGR002<>MGR004_IPASO400_Telkom_50_7603
227;TJN033;TJN033MG1;Mengkubang;MGR004;Buding;TJN016;Pelepat Putih;MGR004<>TJN016_IPASO400_TELKOMSEL_150_7135
228;TJN033;TJN033MG1;Mengkubang;TJN016;Pelepat Putih;TJN011;Sijuk;TJN016<>TJN011_IPASO400_TELKOMSEL_150_7732.875
229;TJN033;TJN033MG1;Mengkubang;TJN011;Sijuk;TJN004;Bukit Brahu;TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
230;TJN033;TJN033MG1;Mengkubang;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
231;TJN034;TJN034MG1;Desa Parit;TJN034;Desa Parit;TJN002;Tanjung Pandan II;TJN034<>TJN002_MetroE_Telkom_150_GPON(829)
232;TJN035;TJN035MG1;Dokter Susilo;TJN035;Dokter Susilo;TJN002;Tanjung Pandan II;TJN035<>TJN002_MetroE_Telkom_150_GPON(829)
233;TJN036;TJN036MG1;Terong;TJN036;Terong;TJN012;Tanjung Pandan 3;TJN036<>TJN012_IPASO400_Telkom_100_100
234;TJN036;TJN036MG1;Terong;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
235;TJN037;TJN037MG1;Simpang Membalong;TJN037;Simpang Membalong;TJN002;Tanjung Pandan II;TJN037<>TJN002_MetroE_Telkom_50_GPON(821)
236;TJN038;TJN038MG1;Air Seruk;TJN038;Air Seruk;TJN002;Tanjung Pandan II;TJN038<>TJN002_Ipaso200_TELKOMSEL_50_14529
237;TJN039;TJN039MD1;Pangkal Alang;TJN039;Pangkal Alang;TJN002;Tanjung Pandan II;TJN039<>TJN002_MetroE_Telkom_150_GPON(821)
238;TJN040;TJN040MG1;Marakas;TJN040;Marakas;TJN002;Tanjung Pandan II;TJN040<>TJN002_MetroE_Telkom_100_GPON(821)
239;TJN041;TJN041MG1;Limau Manis;TJN041;Limau Manis;MGR004;Buding;TJN041<>MGR004_Ipaso400_TELKOMSEL_50_7191
240;TJN041;TJN041MG1;Limau Manis;MGR004;Buding;TJN016;Pelepat Putih;MGR004<>TJN016_Ipaso400_TELKOMSEL_150_7135
241;TJN041;TJN041MG1;Limau Manis;TJN016;Pelepat Putih;TJN011;Sijuk;TJN016<>TJN011_IPASO400_TELKOMSEL_150_7732.875
242;TJN041;TJN041MG1;Limau Manis;TJN011;Sijuk;TJN004;Bukit Brahu;TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
243;TJN041;TJN041MG1;Limau Manis;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
244;TJN042;TJN042MG1;Air Kundul;TJN042;Air Kundul;TJN010;Membalong;TJN042<>TJN010_Ipaso200_TELKOMSEL_150_7135
245;TJN042;TJN042MG1;Air Kundul;TJN010;Membalong;TJN008;Pangkal Dudat Rep;TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
246;TJN042;TJN042MG1;Air Kundul;TJN008;Pangkal Dudat Rep;TJN012;Tanjung Pandan 3;TJN008<>TJN012_IPASO400_TELKOMSEL_150_7603
247;TJN042;TJN042MG1;Air Kundul;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
248;TJN044;TJN044MG1;Air Selumar;TJN044;Air Selumar;TJN002;Tanjung Pandan II;TJN044<>TJN002_IPASO200_Telkomsel_50_7603
249;TJN044;TJN044MG1;Air Selumar;TJN011;Sijuk;TJN004;Bukit Brahu;TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
250;TJN044;TJN044MG1;Air Selumar;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
251;TJN045;TJN045MG1;Gunung Langir;TJN045;Gunung Langir;TJN011;Sijuk;TJN045<>TJN011_IPASO401_TELKOMSEL_100_7128
252;TJN045;TJN045MG1;Gunung Langir;TJN011;Sijuk;TJN004;Bukit Berahu;TJN011<>TJN004_IPASO402_TELKOMSEL_150_7995.25
253;TJN045;TJN045MG1;Gunung Langir;TJN004;Bukit Berahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO403_TELKOMSEL_150_7747.7
254;TJN046;TJN046MG1;Air Malik;TJN046;Air Malik;TJN026;TJN026MG1_TSEL_Mempiu;TJN046<>TJN026_IPASO400_TELKOMSEL_50_14775
255;TJN046;TJN046MG1;Air Malik;TJN026;Mempiu;TJN002;Tanjung Pandan II;TJN026<>TJN002_IPASO400_TELKOMSEL_50_7296
256;TJN047;TJN047MG1;Air Kalah;TJN047;Air Kalah;TJN016;Pelepat Putih;TJN047<>TJN016_Ipaso200_TELKOMSEL_50_14529
257;TJN047;TJN047MG1;Air Kalah;TJN016;Pelepat Putih;TJN011;Sijuk;TJN016<>TJN011_IPASO400_TELKOMSEL_150_7732.875
258;TJN047;TJN047MG1;Air Kalah;TJN011;Sijuk;TJN004;Bukit Brahu;TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
259;TJN047;TJN047MG1;Air Kalah;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
260;TJN053;TJN053MG1;Suak Gual;TJN053;Suak Gual;TJN014;TJN014MG1_TSEL_PulauNasik;TJN053<>TJN014_Ipaso200_Telkomsel_50_7135
261;TJN053;TJN053MG1;Suak Gual;TJN014;Pulau Nasik;TJN012;Tanjung Pandan 3;TJN014<>TJN012_MLTN_TELKOMSEL_100_7296
262;TJN053;TJN053MG1;Suak Gual;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
263;TJN054;TJN054MD1;Depati Rahat ;TJN054;Depati Rahat ;TJN049;Simpang Taman Pandan;TJN054<>TJN049_Ipaso200_TELKOMSEL_150_23562
264;TJN054;TJN054MD1;Depati Rahat ;TJN049;Simpang Taman Pandan;TJN002;Tanjung Pandan II;TJN049<>TJN002_Ipaso200_TELKOMSEL_100_14557
265;TJN065;TJN065MG1;PULAU SELIU;TJN065;PULAU SELIU;TJN010;Membalong;TJN065<>TJN010_IPASO400_Telkom_50_7554
266;TJN065;TJN065MG1;PULAU SELIU;TJN010;Membalong;TJN008;Pangkal dudat rep;TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
267;TJN065;TJN065MG1;PULAU SELIU;TJN008;Pangkal dudat rep;TJN012;Tanjung Pandan 3;TJN008<>TJN012_IPASO400_TELKOMSEL_150_7603
268;TJN065;TJN065MG1;PULAU SELIU;TJN012;Tanjung Pandan 3;TJN002;Tanjung Pandan II;TJN012<>TJN002_IPASO400_Telkom_50_12751
269;TJN067;TJN067MG1;Desa Kepicut;TJN067;Desa Kepicut;TJN011;Sijuk;TJN067<>TJN011_IPASO400_Telkom_50_7359
270;TJN067;TJN067MG1;Desa Kepicut;TJN011;Sijuk;TJN004;Bukit Brahu;TJN011<>TJN004_IPASO400_TELKOMSEL_50_7955.25
271;TJN067;TJN067MG1;Desa Kepicut;TJN004;Bukit Brahu;TJN002;Tanjung Pandan II;TJN004<>TJN002_IPASO400_TELKOMSEL_150_7687
